z TM e p Hepp Hep He HeHp H Hm H2 H2p H3p D Dp HD HDp H2Dp H2para H2orto    HD_0    HD_1    HD_2    HD_3    HD_4    HD_5    HD_6    HD_7    HD_8    HD_v1j0    HD_v1j1    HD_9    HD_v1j2    HD_v1j3    HD_v1j4    HD_10    HD_ALL
299.29806 767.78766 0.00041616989 0.00041009371 9.008025e-102 7.9753089e-16 1 1.6991724e-13 0.99958965 3.9154713e-19 1.3032423e-07 1.8658516e-12 1.144915e-16 0.99961871 0.00038095671 3.3579733e-07 1.797519e-12 1.9421384e-13 0.25288142 0.74711858    0.075278264    0.1930523    0.23537555    0.2067379    0.14347052    0.08175888    0.039107042    0.015943232    0.0056079684    0.00012712646    0.00032823711    0.0017200951    0.00040565423    0.00036357158    0.00025915259    0.00046450871    1
295.68129 756.98137 0.00041297402 0.00040692207 8.6493726e-102 7.8576586e-16 1 1.8490688e-13 0.9995928 4.3333667e-19 1.4127483e-07 1.8264337e-12 1.2285758e-16 0.999622 0.00037763745 3.6586221e-07 1.7600827e-12 2.0627349e-13 0.25304271 0.74695729    0.076192079    0.19502257    0.23687336    0.2068744    0.14249008    0.080448357    0.038058207    0.015320101    0.0053124684    0.00011903597    0.00030678594    0.0016039745    0.00037776392    0.00033673879    0.00023830644    0.00042577273    1
292.06453 746.15945 0.00040981376 0.00040378574 8.3064793e-102 7.7426981e-16 1 1.9780543e-13 0.99959591 4.8099456e-19 1.5191094e-07 1.7804486e-12 1.3071065e-16 0.99962526 0.00037434732 3.9556392e-07 1.7163357e-12 2.1712126e-13 0.25320019 0.74679981    0.077127546    0.19703062    0.23837967    0.20698106    0.14146964    0.079114545    0.037006703    0.01470448    0.0050250112    0.00011126171    0.00028621268    0.0014928747    0.00035111671    0.00031124662    0.00021864886    0.00038936648    1
289.17111 737.49062 0.00040731064 0.00040130157 8.0429853e-102 7.652623e-16 1 2.0647661e-13 0.99959838 5.2401168e-19 1.6017409e-07 1.7407194e-12 1.3661764e-16 0.99962785 0.00037173553 4.1903951e-07 1.6785094e-12 2.2492646e-13 0.2533233 0.7466767    0.077892039    0.198665    0.23959057    0.20704387    0.14062378    0.078030794    0.03616399    0.014217691    0.0048009219    0.00010526935    0.00027038289    0.0014075805    0.00033068523    0.00029180242    0.00020375767    0.00036187208    1
286.2777 728.81171 0.00040482938 0.00039883911 7.7886972e-102 7.5641959e-16 1 2.136866e-13 0.99960082 5.7202259e-19 1.6820982e-07 1.6994336e-12 1.4219193e-16 0.99963042 0.00036914125 4.4226005e-07 1.6391838e-12 2.3196619e-13 0.25344372 0.74655628    0.078671315    0.20032481    0.2408064    0.2070858    0.13975113    0.076932269    0.03532029    0.013736227    0.0045821219    9.9478058e-05    0.00025510871    0.0013254457    0.00031103347    0.00027318843    0.00018959076    0.00033578744    1
283.38429 720.12271 0.00040236958 0.00039639794 7.5432521e-102 7.4773854e-16 1 2.1952062e-13 0.99960325 6.2572518e-19 1.7601412e-07 1.657288e-12 1.4743784e-16 0.99963297 0.00036656394 4.6523659e-07 1.5990276e-12 2.3825623e-13 0.25356131 0.74643869    0.079465813    0.20201065    0.24202693    0.20710599    0.13885116    0.075819057    0.034475945    0.013260321    0.004368668    9.388695e-05    0.00024038652    0.0012464416    0.00029215319    0.00025539113    0.00017613113    0.00031107513    1
280.49088 711.42362 0.00039993084 0.0003939777 7.3063029e-102 7.3921609e-16 1 2.2411461e-13 0.99960566 6.8593075e-19 1.8358581e-07 1.6147818e-12 1.5236171e-16 0.99963551 0.00036400312 4.879884e-07 1.5585198e-12 2.4381589e-13 0.25367593 0.74632407    0.08027599    0.20372312    0.24325188    0.20710357    0.13792332    0.074691261    0.033631311    0.012790204    0.0041606122    8.8494935e-05    0.00022621215    0.0011705365    0.00027403545    0.00023839634    0.00016336136    0.00028769701    1
277.59747 702.71442 0.00039751278 0.00039157798 7.0775177e-102 7.3084923e-16 1 2.27631e-13 0.99960804 7.5358501e-19 1.9092573e-07 1.572267e-12 1.5697111e-16 0.99963803 0.00036145825 5.1054069e-07 1.5179982e-12 2.4866664e-13 0.25378743 0.74621257    0.081102321    0.20546284    0.24448095    0.20707762    0.13696708    0.073549002    0.032786754    0.012326111    0.0039580021    8.3300733e-05    0.00021258092    0.0010976956    0.00025667059    0.00022218919    0.00015126358    0.00026561427    1
274.70406 693.99514 0.000395115 0.00038919843 6.8565788e-102 7.2263503e-16 1 2.3023909e-13 0.99961041 8.2979334e-19 1.9803606e-07 1.5299885e-12 1.6127433e-16 0.99964054 0.00035892883 5.3292299e-07 1.4776974e-12 2.5283121e-13 0.25389565 0.74610435    0.0819453    0.20723046    0.24571383    0.2070272    0.13598189    0.072392422    0.031942656    0.011868275    0.0037608806    7.8302866e-05    0.00019948759    0.0010278816    0.00024004825    0.00020675418    0.00013981954    0.00024478753    1
271.81064 685.26579 0.00039273712 0.00038683865 6.6431825e-102 7.1457063e-16 1 2.3210113e-13 0.99961275 9.158515e-19 2.0491996e-07 1.4881138e-12 1.6528004e-16 0.99964303 0.00035641434 5.5516791e-07 1.437778e-12 2.5633289e-13 0.25400042 0.74599958    0.082805445    0.20902663    0.24695017    0.20695134    0.13496721    0.071221683    0.031099411    0.011416927    0.0035692854    7.3499658e-05    0.00018692643    0.00096105377    0.00022415737    0.00019207517    0.00012901061    0.00022517687    1
268.91723 676.52641 0.00039037877 0.0003844983 6.4370379e-102 7.0665322e-16 1 2.3336393e-13 0.99961508 1.0132828e-18 2.1158119e-07 1.4467559e-12 1.6899702e-16 0.99964551 0.00035391427 5.773102e-07 1.3983478e-12 2.5919525e-13 0.25410154 0.74589846    0.08368329    0.21085203    0.2481896    0.20684901    0.13392249    0.070036968    0.030257427    0.0109723    0.0033832489    6.8889235e-05    0.00017489112    0.00089716877    0.00020898617    0.00017813541    0.00011881784    0.00020674192    1
266.02382 667.77704 0.00038803957 0.00038217699 6.2378667e-102 6.9888006e-16 1 2.3415474e-13 0.99961739 1.1238837e-18 2.180239e-07 1.4059888e-12 1.7243408e-16 0.99964797 0.00035142808 5.9938616e-07 1.3594778e-12 2.6144177e-13 0.25419884 0.74580116    0.084579397    0.21270737    0.24943173    0.20671916    0.13284719    0.068838485    0.029417126    0.010534622    0.003202798    6.4469518e-05    0.00016337483    0.00083618032    0.00019452223    0.00016491757    0.00010922197    0.00018944194    1
263.13041 659.01775 0.00038571916 0.00037987438 6.0454022e-102 6.9124848e-16 1 2.345804e-13 0.99961968 1.2497789e-18 2.2425251e-07 1.3658601e-12 1.7559993e-16 0.99965042 0.00034895526 6.2143308e-07 1.3212131e-12 2.6309579e-13 0.25429212 0.74570788    0.08549435    0.21459336    0.25067611    0.2065607    0.13174076    0.067626466    0.028578942    0.010104122    0.0030279539    6.0238234e-05    0.00015237022    0.0007780393    0.00018075242    0.00015240374    0.00010020346    0.00017323589    1
260.237 650.24862 0.00038341717 0.0003775901 5.8593892e-102 6.8375586e-16 1 2.3472825e-13 0.99962195 1.3934901e-18 2.3027158e-07 1.3263989e-12 1.7850311e-16 0.99965286 0.00034649527 6.4348892e-07 1.2835815e-12 2.6418035e-13 0.25438117 0.74561883    0.086428757    0.21651075    0.25192229    0.20637249    0.13060265    0.066401165    0.027743323    0.0096810248    0.002858732    5.6192903e-05    0.00014186938    0.0007226938    0.000167663    0.00014057552    9.1742573e-05    0.0001580825    1
257.34359 641.46974 0.00038113325 0.0003753238 5.6795833e-102 6.7639965e-16 1 2.3466828e-13 0.9996242 1.5580195e-18 2.3608573e-07 1.2876222e-12 1.8115203e-16 0.99965529 0.00034404758 6.6559201e-07 1.2465988e-12 2.6471817e-13 0.2544658 0.7455342    0.087383256    0.2184603    0.25316977    0.20615334    0.12943234    0.065162869    0.02691073    0.0092655522    0.0026951411    5.2330851e-05    0.00013186391    0.00067008923    0.00015523957    0.00012941398    8.3819348e-05    0.00014394036    1
254.45017 632.68122 0.00037886703 0.00037307515 5.5057502e-102 6.6917734e-16 1 2.3445555e-13 0.99962644 1.7469539e-18 2.416996e-07 1.2495381e-12 1.8355486e-16 0.9996577 0.00034161165 6.8778084e-07 1.210273e-12 2.6473161e-13 0.25454578 0.74545422    0.088358509    0.22044282    0.254418    0.20590205    0.12822928    0.063911886    0.026081639    0.0088579227    0.0025371842    4.8649206e-05    0.00012234489    0.00062016832    0.00014346711    0.00011889975    7.641369e-05    0.00013076801    1
251.55676 623.88318 0.00037661816 0.00037084378 5.3376654e-102 6.6208649e-16 1 2.3413278e-13 0.99962866 1.9645938e-18 2.4711783e-07 1.2121497e-12 1.8571961e-16 0.9996601 0.00033918693 7.1009389e-07 1.1746065e-12 2.6424269e-13 0.25462092 0.74537908    0.089355212    0.2224591    0.25566642    0.20561734    0.12699294    0.06264856    0.025256535    0.0084583504    0.0023848573    4.5144899e-05    0.00011330291    0.00057287124    0.00013233003    0.00010901303    6.9505392e-05    0.00011852401    1
248.66335 615.07578 0.00037438629 0.00036862937 5.1751139e-102 6.5512472e-16 1 2.3373267e-13 0.99963087 2.2161138e-18 2.5234503e-07 1.1754562e-12 1.8765405e-16 0.99966249 0.00033677286 7.3256955e-07 1.1395986e-12 2.6327304e-13 0.254691 0.745309    0.090374088    0.22450999    0.25691439    0.20529789    0.1257228    0.061373262    0.02443592    0.0080670442    0.0022381499    4.1814673e-05    0.00010472805    0.0005281357    0.00012181217    9.9733625e-05    6.3074176e-05    0.00010716702    1
245.76994 606.25919 0.00037217107 0.00036643156 5.0178893e-102 6.4828968e-16 1 2.3327996e-13 0.99963305 2.5077643e-18 2.5738577e-07 1.1394546e-12 1.8936578e-16 0.99966488 0.00033436889 7.5524595e-07 1.1052463e-12 2.6184392e-13 0.25475582 0.74524418    0.091415897    0.22659635    0.25816125    0.20494234    0.12441835    0.060086395    0.023620305    0.0076842076    0.0020970444    3.865508e-05    9.6609935e-05    0.00048589704    0.00011189683    9.1041005e-05    5.709974e-05    9.6655914e-05    1
242.87653 597.43359 0.00036997215 0.00036425003 4.865794e-102 6.4157909e-16 1 2.3279319e-13 0.99963523 2.8471241e-18 2.6224456e-07 1.1041405e-12 1.9086218e-16 0.99966725 0.00033197443 7.7816099e-07 1.0715451e-12 2.5997627e-13 0.25481518 0.74518482    0.092481432    0.22871908    0.25940627    0.20454928    0.12307909    0.058788398    0.022810216    0.0073100377    0.0019615162    3.5662493e-05    8.8937718e-05    0.00044608836    0.00010256681    8.2914338e-05    5.1561805e-05    8.6949842e-05    1
239.98311 588.5992 0.0003677892 0.00036208444 4.7186384e-102 6.3499072e-16 1 2.3228611e-13 0.99963738 3.2434201e-18 2.6692585e-07 1.0695085e-12 1.9215044e-16 0.99966961 0.00032958891 8.0135227e-07 1.0384898e-12 2.5769066e-13 0.25486887 0.74513113    0.093571522    0.23087909    0.2606487    0.20411723    0.12170452    0.057479745    0.022006188    0.0069447246    0.0018315336    3.2833105e-05    8.1700123e-05    0.00040864064    9.3804442e-05    7.5332536e-05    4.6440151e-05    7.8008334e-05    1
237.0897 579.75627 0.00036562187 0.00035993446 4.5762406e-102 6.285224e-16 1 2.3176888e-13 0.99963952 3.7079325e-18 2.7143406e-07 1.0355529e-12 1.9323757e-16 0.99967196 0.00032721173 8.2485709e-07 1.0060749e-12 2.5500732e-13 0.25491671 0.74508329    0.094687038    0.23307732    0.26188768    0.20364468    0.12029417    0.056160945    0.021208768    0.0065884506    0.0017070575    3.0162939e-05    7.4885454e-05    0.00037348287    8.5591638e-05    6.8274306e-05    4.1714673e-05    6.9791374e-05    1
234.19629 570.90505 0.00036346982 0.00035779976 4.438426e-102 6.2217198e-16 1 2.3124891e-13 0.99964165 4.2545108e-18 2.7577353e-07 1.0022676e-12 1.9413036e-16 0.99967431 0.00032484229 8.4871256e-07 9.7429448e-13 2.5194618e-13 0.25495851 0.74504149    0.09582889    0.23531474    0.26312233    0.20313004    0.11884759    0.054832547    0.020418515    0.0062413893    0.0015880413    2.7647854e-05    6.8481618e-05    0.00034054222    7.7909904e-05    6.1718197e-05    3.7365418e-05    6.2259497e-05    1
231.30288 562.04584 0.00036133272 0.00035568002 4.3050274e-102 6.1593737e-16 1 2.3073162e-13 0.99964376 4.9002359e-18 2.7994852e-07 9.6964641e-13 1.9483546e-16 0.99967665 0.00032247996 8.7295567e-07 9.431425e-13 2.4852684e-13 0.25499412 0.74500588    0.096998032    0.23759237    0.26435169    0.20257167    0.11736433    0.053495139    0.019635995    0.0059037052    0.001474431    2.5283555e-05    6.2476157e-05    0.00030974421    7.0740406e-05    5.5642656e-05    3.3372636e-05    5.5373867e-05    1
228.40947 553.17897 0.00035921023 0.00035357489 4.1758839e-102 6.0981655e-16 1 2.3022094e-13 0.99964586 5.6662702e-18 2.8396328e-07 9.3768324e-13 1.9535929e-16 0.99967898 0.00032012411 8.9762341e-07 9.1261305e-13 2.4476859e-13 0.25502335 0.74497665    0.098195467    0.23991122    0.26557473    0.2019679    0.11584399    0.052149352    0.018861784    0.0055755525    0.0013661649    2.3065599e-05    5.6856268e-05    0.00028101286    6.4064003e-05    5.0026074e-05    2.9716822e-05    4.9096365e-05    1
225.51606 544.30479 0.00035710201 0.00035148407 4.0508414e-102 6.0380752e-16 1 2.2971978e-13 0.99964794 6.5789597e-18 2.8782195e-07 9.0637198e-13 1.9570813e-16 0.9996813 0.0003177741 9.2275304e-07 8.8270022e-13 2.4069045e-13 0.25504608 0.74495392    0.099422244    0.24227236    0.26679034    0.20131695    0.11428618    0.050795859    0.018096467    0.0052570746    0.0012631739    2.0989408e-05    5.1608837e-05    0.00025427087    5.7861301e-05    4.4846846e-05    2.6378763e-05    4.3389669e-05    1
222.62264 535.42369 0.00035500772 0.00034940723 3.9297518e-102 5.9790832e-16 1 2.2923029e-13 0.99965001 7.6712659e-18 2.9152864e-07 8.7570661e-13 1.9588806e-16 0.99968362 0.00031542924 9.4838231e-07 8.5339818e-13 2.3631116e-13 0.25506215 0.74493785    0.10067947    0.24467689    0.26799733    0.200617    0.11269054    0.049435377    0.017340636    0.0049484028    0.0011653811    1.9050275e-05    4.6720472e-05    0.00022943986    5.2112696e-05    4.0083424e-05    2.3339581e-05    3.821733e-05    1
219.72923 526.53611 0.00035292703 0.00034734404 3.8124729e-102 5.9211705e-16 1 2.2875408e-13 0.99965207 8.98464e-18 2.9508739e-07 8.4568125e-13 1.9590502e-16 0.99968594 0.00031308885 9.7454978e-07 8.2470122e-13 2.3164918e-13 0.25507144 0.74492856    0.1019683    0.24712592    0.26919443    0.19986618    0.11105675    0.048068672    0.016594887    0.0046496561    0.0010727022    1.7243382e-05    4.2177536e-05    0.00020644052    4.6798433e-05    3.5714374e-05    2.0580779e-05    3.3543855e-05    1
216.83582 517.6425 0.00035085961 0.00034529418 3.698868e-102 5.8643185e-16 1 2.2829245e-13 0.99965411 1.0571488e-17 2.9850219e-07 8.1629012e-13 1.9576475e-16 0.99968825 0.00031075224 1.0012953e-06 7.9660376e-13 2.2672276e-13 0.25507383 0.74492617    0.10328995    0.24962061    0.27038026    0.19906253    0.10938452    0.046696555    0.015859823    0.0043609397    0.00098504529    1.5563806e-05    3.7966179e-05    0.00018519288    4.1898652e-05    3.1718429e-05    1.8084278e-05    2.9334767e-05    1
214.66576 510.96864 0.00034931756 0.00034376535 3.6159964e-102 5.8223646e-16 1 2.2795644e-13 0.99965563 1.1980519e-17 3.0097119e-07 7.9465958e-13 1.9555974e-16 0.99968998 0.0003090018 1.0217586e-06 7.7592078e-13 2.2286522e-13 0.25507104 0.74492896    0.10430349    0.25152231    0.27126136    0.19842392    0.10810497    0.045664432    0.0153159    0.0041510401    0.00092253893    1.4384666e-05    3.5016832e-05    0.00017035831    3.8483848e-05    2.8953654e-05    1.6373421e-05    2.646258e-05    1
212.4957 504.29191 0.00034778265 0.00034224369 3.5350642e-102 5.7809895e-16 1 2.2762962e-13 0.99965715 1.3615189e-17 3.0336307e-07 7.7338028e-13 1.9527175e-16 0.9996917 0.00030725276 1.0425886e-06 7.5556966e-13 2.1887656e-13 0.25506426 0.74493574    0.10533679    0.25345088    0.27213463    0.19775358    0.10680357    0.04463013    0.014778585    0.0039468668    0.00086275725    1.3272184e-05    3.2240152e-05    0.00015642978    3.5282598e-05    2.6378136e-05    1.4792938e-05    2.3819147e-05    1
210.32564 497.61254 0.00034625472 0.00034072908 3.4560194e-102 5.7401859e-16 1 2.2731236e-13 0.99965866 1.5517369e-17 3.0567944e-07 7.5244992e-13 1.9490301e-16 0.99969343 0.00030550478 1.0638045e-06 7.3554818e-13 2.1476421e-13 0.25505346 0.74494654    0.10639042    0.25540683    0.27299937    0.19705062    0.10548026    0.043594047    0.014248132    0.0037484476    0.00080565345    1.2224198e-05    2.9630141e-05    0.00014337322    3.2286524e-05    2.3983204e-05    1.3335748e-05    2.1391184e-05    0.99999999
208.15559 490.93078 0.00034473365 0.00033922138 3.3788117e-102 5.6999463e-16 1 2.2700501e-13 0.99966016 1.7737743e-17 3.0792191e-07 7.3186624e-13 1.9445573e-16 0.99969516 0.00030375753 1.0854264e-06 7.1585414e-13 2.1053557e-13 0.2550386 0.7449614    0.10746499    0.2573907    0.27385485    0.19631412    0.10413497    0.0425566    0.013724797    0.0035558051    0.00075117852    1.1238529e-05    2.7180781e-05    0.00013115461    2.9487278e-05    2.1760301e-05    1.1994941e-05    1.91658e-05    1
205.98553 484.24693 0.0003432193 0.00033772046 3.3033923e-102 5.6602637e-16 1 2.2670791e-13 0.99966166 2.0337879e-17 3.1009206e-07 7.1162701e-13 1.9393206e-16 0.99969688 0.00030201067 1.1074756e-06 6.9648537e-13 2.0619796e-13 0.25501965 0.74498035    0.10856114    0.25940305    0.2747003    0.19554313    0.10276767    0.04151822    0.013208837    0.0033689565    0.00069928128    1.0312984e-05    2.4886042e-05    0.00011974003    2.6876555e-05    1.9700999e-05    1.0763793e-05    1.7130503e-05    0.99999999
203.81547 477.56125 0.00034171151 0.00033622617 3.2297137e-102 5.621131e-16 1 2.2642142e-13 0.99966315 2.3392835e-17 3.1219146e-07 6.9173005e-13 1.9333412e-16 0.99969861 0.00030026384 1.1299748e-06 6.7743977e-13 2.0175863e-13 0.25499656 0.74500344    0.10967954    0.26144441    0.27553489    0.19473669    0.10137834    0.040479357    0.012700506    0.0031879133    0.00064990851    9.445365e-06    2.2739892e-05    0.00010909569    2.444611e-05    1.7797011e-05    9.6357671e-06    1.5273217e-05    0.99999999
201.64541 470.87406 0.00034021013 0.00033473838 3.1577298e-102 5.5825413e-16 1 2.2614589e-13 0.99966463 2.6994468e-17 3.1422166e-07 6.7217321e-13 1.9266394e-16 0.99970033 0.00029851668 1.1529481e-06 6.5871523e-13 1.9722481e-13 0.25496932 0.74503068    0.11082087    0.26351537    0.27635776    0.19389381    0.099966998    0.039440477    0.012200055    0.0030126814    0.00060300492    8.6334644e-06    2.0736312e-05    9.9188031e-05    2.2187773e-05    1.6040204e-05    8.6045254e-06    1.3582286e-05    0.99999998
199.47535 464.18567 0.00033871253 0.00033325696 3.087396e-102 5.5444877e-16 1 2.2588169e-13 0.99966611 3.1255623e-17 3.161842e-07 6.5295436e-13 1.9192356e-16 0.99970205 0.00029676882 1.1764215e-06 6.403097e-13 1.9260368e-13 0.25493787 0.74506213    0.11198584    0.26561649    0.27716799    0.19301347    0.098533661    0.038402065    0.011707736    0.0028432607    0.00055851332    7.8750757e-06    1.8869297e-05    8.9983755e-05    2.0093455e-05    1.442261e-05    7.6639314e-06    1.2046485e-05    0.99999998
197.30529 457.49643 0.00033721317 0.00033178176 3.0186687e-102 5.5069636e-16 1 2.2562921e-13 0.99966758 3.6315486e-17 3.1808059e-07 6.3407143e-13 1.9111492e-16 0.99970378 0.00029501986 1.2004229e-06 6.2222114e-13 1.8790236e-13 0.25490219 0.74509781    0.11317521    0.26774836    0.27796463    0.19209466    0.097078385    0.037364625    0.011223795    0.0026796448    0.00051637464    7.1679947e-06    1.713288e-05    8.144989e-05    1.8155172e-05    1.2936436e-05    6.8080571e-06    1.0655026e-05    0.99999999
195.13523 450.8067 0.00033572 0.00033031265 2.9515057e-102 5.4699623e-16 1 2.2538884e-13 0.99966905 4.2346438e-17 3.1991233e-07 6.1552234e-13 1.9023996e-16 0.99970551 0.00029326941 1.2249823e-06 6.0444755e-13 1.8312795e-13 0.25486224 0.74513776    0.11438975    0.26991158    0.27874666    0.1911363    0.095601246    0.036328675    0.010748478    0.0025218212    0.00047652807    6.5100242e-06    1.5521131e-05    7.355385e-05    1.6365051e-05    1.1574078e-05    6.0311876e-06    9.397562e-06    0.99999999
192.96517 444.11684 0.00033423287 0.00032884948 2.8858662e-102 5.4334773e-16 1 2.2516101e-13 0.99967051 4.9562888e-17 3.2168092e-07 5.9730507e-13 1.8930054e-16 0.99970723 0.00029151705 1.2501323e-06 5.8698696e-13 1.7828751e-13 0.25481798 0.74518202    0.11563027    0.27210676    0.279513    0.19013733    0.094102352    0.035294755    0.010282024    0.002369771    0.00043891113    5.8989782e-06    1.4028176e-05    6.6263492e-05    1.4715346e-05    1.0328131e-05    5.3278254e-06    8.2641929e-06    1
190.79512 437.42727 0.00033275164 0.00032739212 2.8217101e-102 5.3975023e-16 1 2.2494618e-13 0.99967196 5.8232684e-17 3.2338781e-07 5.7941762e-13 1.8829851e-16 0.99970896 0.00028976236 1.2759081e-06 5.6983741e-13 1.7338808e-13 0.25476938 0.74523062    0.11689762    0.2743345    0.28026253    0.18909663    0.092581838    0.034263421    0.0098246688    0.0022234686    0.0004034598    5.3326863e-06    1.2648203e-05    5.954717e-05    1.3198454e-05    9.1913942e-06    4.6926935e-06    7.2454665e-06    1
188.62506 430.73839 0.00033127617 0.00032594043 2.758999e-102 5.3620311e-16 1 2.247448e-13 0.99967341 6.8691957e-17 3.2503448e-07 5.61858e-13 1.8723566e-16 0.99971069 0.0002880049 1.3023478e-06 5.5299698e-13 1.6843666e-13 0.2547164 0.7452836    0.11819269    0.27659545    0.28099405    0.18801308    0.091039871    0.033235249    0.0093766432    0.0020828819    0.00037010865    4.8089972e-06    1.1375475e-05    5.3373794e-05    1.1806921e-05    8.1568871e-06    4.1207387e-06    6.3323808e-06    1
186.455 424.05064 0.00032980632 0.00032449427 2.6976951e-102 5.3270573e-16 1 2.2455739e-13 0.99967485 8.1364504e-17 3.2662236e-07 5.4462427e-13 1.8611373e-16 0.99971243 0.0002862442 1.3294928e-06 5.3646376e-13 1.6344026e-13 0.25465899 0.74534101    0.11951639    0.27889023    0.2817063    0.18688554    0.089476652    0.032210832    0.0089381715    0.0019479717    0.00033879094    4.3257836e-06    1.0204342e-05    4.7712881e-05    1.0533462e-05    7.2178528e-06    3.6071333e-06    5.516383e-06    1
184.28494 417.3645 0.00032834194 0.00032305348 2.6377619e-102 5.292575e-16 1 2.2438448e-13 0.99967629 9.6787245e-17 3.2815288e-07 5.277145e-13 1.8493444e-16 0.99971416 0.00028447979 1.357388e-06 5.2023586e-13 1.5840584e-13 0.25459711 0.74540289    0.12086969    0.28121948    0.28239795    0.18571285    0.087892419    0.03119078    0.0085094713    0.0018186923    0.00030943875    3.8809458e-06    9.1292486e-06    4.2534607e-05    9.3709667e-06    6.3677672e-06    3.1472764e-06    4.7893679e-06    1
182.11488 410.68043 0.00032688288 0.00032161794 2.579164e-102 5.2585782e-16 1 2.2422662e-13 0.99967772 1.1564383e-16 3.2962746e-07 5.1112675e-13 1.8369945e-16 0.9997159 0.00028271118 1.3860821e-06 5.0431142e-13 1.5334039e-13 0.25453073 0.74546927    0.1222536    0.28358387    0.2830676    0.18449381    0.086287448    0.030175723    0.0080907529    0.0016949909    0.00028198317    3.4724162e-06    8.1447446e-06    3.7809859e-05    8.3125125e-06    5.6003462e-06    2.7367946e-06    4.1436748e-06    1
179.94482 403.99896 0.000325429 0.00032018749 2.5218668e-102 5.2250609e-16 1 2.240844e-13 0.99967915 1.3880923e-16 3.310475e-07 4.9485914e-13 1.824104e-16 0.99971765 0.00028093786 1.415628e-06 4.8868859e-13 1.4825087e-13 0.25445979 0.74554021    0.12366917    0.28598405    0.28371376    0.18322722    0.084662055    0.029166307    0.0076822179    0.0015768074    0.00025635439    3.098163e-06    7.2454968e-06    3.3510281e-05    7.3513764e-06    4.9095509e-06    2.3715413e-06    3.5720831e-06    1
177.77476 397.32062 0.00032398015 0.00031876199 2.4658368e-102 5.1920175e-16 1 2.2395844e-13 0.99968057 1.6740933e-16 3.324144e-07 4.7890979e-13 1.8106889e-16 0.99971939 0.00027915928 1.4460829e-06 4.7336551e-13 1.4314424e-13 0.25438424 0.74561576    0.1251175    0.28842069    0.28433488    0.18191185    0.083016598    0.028163195    0.0072840592    0.0014640752    0.00023248189    2.7561942e-06    6.4262974e-06    2.9608319e-05    6.4810437e-06    4.2895933e-06    2.0475963e-06    3.0678059e-06    1
175.6047 390.64597 0.00032253617 0.00031734128 2.4110414e-102 5.1594422e-16 1 2.2384942e-13 0.99968199 2.0290088e-16 3.3372953e-07 4.6327681e-13 1.7967646e-16 0.99972115 0.0002773749 1.477509e-06 4.5834038e-13 1.3802749e-13 0.25430405 0.74569595    0.12659974    0.29089446    0.28492929    0.18054647    0.081351483    0.027167068    0.0068964596    0.0013567202    0.0002102946    2.4445616e-06    5.682073e-06    2.6077266e-05    5.695217e-06    3.7349399e-06    1.7612633e-06    2.6244834e-06    1
173.43464 383.97559 0.00032109692 0.00031592523 2.3574488e-102 5.1273293e-16 1 2.2375801e-13 0.9996834 2.471796e-16 3.3499429e-07 4.4795836e-13 1.7823465e-16 0.99972291 0.00027558413 1.5099736e-06 4.4361137e-13 1.329076e-13 0.25421918 0.74578082    0.12811711    0.29340603    0.28549526    0.17912981    0.079667163    0.026178621    0.0065195908    0.0012546616    0.00018972107    2.1613639e-06    5.0078935e-06    2.2891297e-05    4.9878248e-06    3.240315e-06    1.509068e-06    2.2361737e-06    1
171.26459 377.3101 0.00031966224 0.00031451367 2.3050282e-102 5.0956735e-16 1 2.2368497e-13 0.99968481 3.0272711e-16 3.3621004e-07 4.3295257e-13 1.7674495e-16 0.99972467 0.00027378637 1.5435496e-06 4.2917668e-13 1.2779157e-13 0.25412958 0.74587042    0.12967086    0.29595611    0.28603094    0.17766061    0.077964143    0.025198566    0.0061536131    0.0011578113    0.00017068961    1.9047508e-06    4.39898e-06    2.0025508e-05    4.3530286e-06    2.8007029e-06    1.2877542e-06    1.8973429e-06    1
169.09453 370.65015 0.00031823198 0.00031310646 2.2537497e-102 5.0644692e-16 1 2.2363104e-13 0.99968622 3.7281214e-16 3.3737816e-07 4.1825761e-13 1.7520882e-16 0.99972644 0.00027198098 1.5783157e-06 4.1503449e-13 1.2268642e-13 0.25403524 0.74596476    0.13126233    0.29854535    0.28653439    0.17613757    0.076242981    0.024227629    0.005798674    0.0010660747    0.00015312852    1.6729261e-06    3.8507128e-06    1.7455947e-05    3.7852295e-06    2.4113488e-06    1.0942803e-06    1.6028548e-06    1
166.92447 363.99641 0.00031680597 0.00031170344 2.203584e-102 5.0337112e-16 1 2.2359706e-13 0.99968762 4.6176772e-16 3.3850005e-07 4.0387163e-13 1.7362769e-16 0.99972822 0.00027016731 1.6143573e-06 4.0118301e-13 1.1759921e-13 0.25393612 0.74606388    0.13289289    0.30117446    0.28700356    0.17455941    0.074504292    0.023266551    0.0054549074    0.00097934999    0.00013696621    1.4641503e-06    3.3586376e-06    1.5159639e-05    3.2790734e-06    2.067759e-06    9.2581415e-07    1.347958e-06    1
