z TM e p Hepp Hep He HeHp H Hm H2 H2p H3p D Dp HD HDp H2Dp H2para H2orto    HD_0    HD_1    HD_2    HD_3    HD_4    HD_5    HD_6    HD_7    HD_8    HD_v1j0    HD_v1j1    HD_9    HD_v1j2    HD_v1j3    HD_v1j4    HD_10    HD_ALL
1104.3899 3013.2615 0.15148182 0.15211741 3.8043129e-75 4.3940478e-10 1 7.3989194e-18 0.84788259 4.0693239e-19 4.8961792e-14 3.0625001e-18 9.6889495e-23 0.84950025 0.15049975 1.2329849e-13 3.0491378e-18 1.5962768e-21 0.24045288 0.75954712    0.020679375    0.059450546    0.09101721    0.1122658    0.12207837    0.12127308    0.11209754    0.097498443    0.080410651    0.0036505675    0.010514212    0.063250146    0.016156309    0.020037829    0.021948256    0.047671674    1
1092.8162 2981.7081 0.13582142 0.13621571 4.3214551e-76 1.9402032e-10 1 6.9585888e-18 0.86378429 3.7689548e-19 5.7902802e-14 2.9809238e-18 1.1378126e-22 0.86529338 0.13470662 1.483494e-13 2.9670154e-18 2.1251047e-21 0.24002382 0.75997618    0.020868398    0.059966925    0.091725315    0.1129877    0.12264578    0.12156982    0.11208003    0.097192123    0.079888883    0.003616952    0.010412901    0.062606598    0.015986885    0.019802298    0.021653523    0.046995871    1
1081.9659 2952.1261 0.1221701 0.12237433 5.6583391e-77 9.2724244e-11 1 6.5542225e-18 0.87762567 3.4909617e-19 6.7394301e-14 2.8964165e-18 1.315533e-22 0.87903216 0.12096784 1.7566148e-13 2.8820925e-18 2.7692786e-21 0.23958499 0.76041501    0.021049909    0.060462423    0.09240374    0.11367752    0.12318545    0.12184874    0.11205803    0.096895367    0.079389051    0.0035849069    0.010316387    0.061994009    0.015825683    0.019578591    0.021374195    0.04635599    1
1071.1156 2922.5435 0.10950297 0.10955008 7.4800241e-78 4.5724129e-11 1 6.1594843e-18 0.89044992 3.218936e-19 7.8062565e-14 2.8052583e-18 1.5135397e-22 0.89175423 0.10824577 2.0720816e-13 2.790613e-18 3.5984071e-21 0.23910848 0.76089152    0.021235723    0.060969305    0.093096694    0.11438027    0.12373268    0.12212824    0.11203033    0.096589    0.078878619    0.0035523389    0.010218361    0.061372313    0.015662158    0.019352052    0.021091935    0.045709986    1
1060.2653 2892.9601 0.097800854 0.097721339 1.0012353e-78 2.3344428e-11 1 5.7756994e-18 0.90227866 2.9550111e-19 9.0006897e-14 2.7085782e-18 1.7332566e-22 0.90348223 0.096517771 2.435564e-13 2.6937048e-18 4.6640505e-21 0.23859226 0.76140774    0.021425984    0.061487937    0.093804606    0.11509626    0.12428754    0.12240814    0.11199661    0.096272676    0.078357314    0.0035192385    0.010118797    0.060741373    0.015496276    0.01912265    0.020806732    0.045057858    1
1049.415 2863.3758 0.087038641 0.086860196 1.3599948e-79 1.2372219e-11 1 5.4040806e-18 0.9131398 2.7010141e-19 1.033197e-13 2.6075187e-18 1.975916e-22 0.91424502 0.085754982 2.853097e-13 2.5925076e-18 6.0313545e-21 0.23803449 0.76196551    0.021620841    0.062018699    0.094527916    0.11582581    0.12485013    0.1226883    0.11195655    0.095946037    0.07782486    0.0034855961    0.010017671    0.060101049    0.015328005    0.018890359    0.020518576    0.044399607    1
1038.5648 2833.7904 0.077185793 0.076933116 1.8772451e-80 6.8189951e-12 1 5.0457176e-18 0.92306688 2.4584588e-19 1.1808049e-13 2.5032173e-18 2.2424483e-22 0.92407695 0.075923047 3.3309284e-13 2.4881543e-18 7.7821444e-21 0.23743371 0.76256629    0.021820449    0.062561987    0.095267085    0.11656925    0.12542051    0.12296851    0.1119098    0.095608711    0.077280972    0.0034514023    0.0099149569    0.059451204    0.01515731    0.018655151    0.020227462    0.043735241    1
1027.7145 2804.2036 0.068206941 0.067901678 2.6349389e-81 3.9122135e-12 1 4.7015696e-18 0.93209832 2.2285458e-19 1.3434949e-13 2.3967905e-18 2.5333675e-22 0.93301715 0.066982851 3.8753083e-13 2.3817555e-18 1.0018527e-20 0.23678898 0.76321102    0.022024972    0.063118213    0.096022587    0.11732691    0.12599876    0.12324859    0.111856    0.095260311    0.076725358    0.0034166474    0.0098106287    0.058791702    0.014984161    0.018417002    0.019933383    0.043064774    1
1016.8642 2774.6152 0.060062667 0.059723369 3.7606384e-82 2.3368456e-12 1 4.3724602e-18 0.94027663 2.0121716e-19 1.5216123e-13 2.2893189e-18 2.8486643e-22 0.94110869 0.058891314 4.492218e-13 2.2743846e-18 1.2867017e-20 0.23610003 0.76389997    0.022234579    0.063687807    0.096794915    0.11809914    0.12658493    0.12352833    0.11179477    0.094900434    0.076157722    0.0033813218    0.0097046614    0.058122409    0.014808526    0.018175886    0.019636338    0.042388228    1
1006.7372 2746.9977 0.053176566 0.052819642 6.2001332e-83 1.4974218e-12 1 4.0794674e-18 0.94718036 1.8229777e-19 1.7018078e-13 2.1889817e-18 3.1643965e-22 0.94793585 0.052064152 5.1382001e-13 2.1742e-18 1.6214618e-20 0.23541768 0.76458232    0.022434954    0.064231882    0.097531386    0.11883335    0.12713924    0.1237889    0.11173056    0.094553827    0.075616812    0.0033478279    0.0096042573    0.057488784    0.014642329    0.01794815    0.019356422    0.041751324    1
996.61028 2719.3781 0.046943366 0.046580053 1.0356152e-83 9.9241101e-13 1 3.8006259e-18 0.95341995 1.6463928e-19 1.8952224e-13 2.0894311e-18 3.4997988e-22 0.95410341 0.045896593 5.8556803e-13 2.0748511e-18 2.038385e-20 0.23469874 0.76530126    0.022640062    0.064788368    0.098283388    0.11958084    0.12770056    0.12404877    0.11165918    0.094196507    0.07506491    0.0033138207    0.0095023829    0.056846409    0.014473916    0.017717793    0.019073926    0.041109179    1
986.48334 2691.7562 0.041324759 0.040964146 1.7504417e-84 6.7934197e-13 1 3.5362871e-18 0.95903585 1.4825144e-19 2.1013205e-13 1.991416e-18 3.8533228e-22 0.95965199 0.040348005 6.6472413e-13 1.9770793e-18 2.5557793e-20 0.23394561 0.76605439    0.022850058    0.065357658    0.099051365    0.12034191    0.12826891    0.12430772    0.11158027    0.09382811    0.07450176    0.0032792925    0.0093990182    0.056195179    0.014303261    0.017484802    0.018788857    0.040461827    1
976.3564 2664.1315 0.03628153 0.035930718 2.9901678e-85 4.7952747e-13 1 3.2867062e-18 0.96406928 1.3312743e-19 2.319286e-13 1.8956358e-18 4.2229268e-22 0.9646229 0.035377099 7.5141275e-13 1.8815762e-18 3.1953498e-20 0.23316184 0.76683816    0.023065106    0.065940161    0.099835778    0.12111688    0.12884434    0.12456552    0.11149345    0.093448258    0.073927099    0.0032442356    0.0092941431    0.055534993    0.014130343    0.017249163    0.018501223    0.039809311    1
966.22946 2636.5035 0.031774004 0.031438338 5.155967e-86 3.483725e-13 1 3.052048e-18 0.96856166 1.192459e-19 2.5480449e-13 1.8027396e-18 4.6061345e-22 0.96905758 0.030942424 8.4559489e-13 1.7889828e-18 3.9826088e-20 0.23235232 0.76764768    0.023285374    0.066536302    0.1006371    0.12190605    0.12942686    0.12482193    0.11139832    0.09305656    0.073340659    0.0032086423    0.0091877383    0.054865753    0.013955138    0.017010864    0.018211037    0.039151681    1
956.10252 2608.8716 0.027762535 0.027445804 8.9651877e-87 2.5994956e-13 1 2.8323925e-18 0.9725542 1.0657309e-19 2.7863077e-13 1.7133268e-18 5.0001296e-22 0.97299717 0.027002828 9.4704181e-13 1.6998904e-18 4.947261e-20 0.2315233 0.7684767    0.023511038    0.067146521    0.10145583    0.12270973    0.13001648    0.12507667    0.11129447    0.092652611    0.072742169    0.003172505    0.0090797845    0.054187365    0.013777626    0.016769895    0.017918312    0.038488995    1
945.97558 2581.235 0.024207875 0.023912563 1.5711087e-87 1.9880249e-13 1 2.6277424e-18 0.97608744 9.5064892e-20 3.0326275e-13 1.6279494e-18 5.4018759e-22 0.97648214 0.023517864 1.0553145e-12 1.6148431e-18 6.1235209e-20 0.23068251 0.76931749    0.023742284    0.067771277    0.10229246    0.12352825    0.13061322    0.12532946    0.11118146    0.092235993    0.072131353    0.0031358164    0.0089702631    0.053499738    0.013597788    0.016526249    0.017623067    0.037821318    1
936.57199 2555.5675 0.021282564 0.02100837 3.1403649e-88 1.5813343e-13 1 2.4510879e-18 0.97899163 8.5375775e-20 3.2672286e-13 1.5527281e-18 5.7791422e-22 0.97934554 0.020654459 1.1613915e-12 1.53993e-18 7.4391788e-20 0.22989921 0.77010079    0.023962178    0.068364844    0.10308583    0.12430188    0.13117371    0.12556218    0.11106792    0.091837408    0.071552883    0.0031012484    0.0088671454    0.052852879    0.013428696    0.016297606    0.017346673    0.037196929    1
927.1684 2529.8946 0.018688079 0.018435445 6.3264415e-89 1.2802374e-13 1 2.2872102e-18 0.98156455 7.6598637e-20 3.5062212e-13 1.4817997e-18 6.1579571e-22 0.98188141 0.01811859 1.2720872e-12 1.4693048e-18 9.0055819e-20 0.2291219 0.7708781    0.024187209    0.068971756    0.10389554    0.12508885    0.13174031    0.12579269    0.11094569    0.091427167    0.070963316    0.0030661931    0.0087626464    0.052197916    0.013257567    0.016066648    0.017068147    0.036568367    1
917.76481 2504.2154 0.016395512 0.0161643 1.2871947e-89 1.0531788e-13 1 2.1359629e-18 0.9838357 6.8682805e-20 3.7484197e-13 1.4155124e-18 6.5360217e-22 0.98411905 0.015880946 1.3865494e-12 1.4033096e-18 1.0860785e-19 0.22835961 0.77164039    0.024417545    0.069592425    0.10472202    0.12588942    0.132313    0.12602071    0.11081438    0.091004897    0.070362421    0.0030306448    0.0086567529    0.051534786    0.01308439    0.015833376    0.016787511    0.035935708    1
908.36122 2478.5289 0.01437714 0.014166747 2.6546063e-90 8.7896096e-14 1 1.9971609e-18 0.98583325 6.1575055e-20 3.9927392e-13 1.354191e-18 6.9112763e-22 0.98608646 0.013913536 1.503796e-12 1.3422628e-18 1.3045643e-19 0.22762185 0.77237815    0.024653359    0.070227282    0.10556575    0.12670389    0.13289177    0.12624594    0.11067357    0.090570218    0.069749965    0.0029945983    0.008549452    0.050863434    0.012909154    0.015597792    0.016504792    0.035299034    1
898.95764 2452.8341 0.012606516 0.012416012 5.5806778e-91 7.4309225e-14 1 1.8705846e-18 0.98758399 5.5220579e-20 4.2382407e-13 1.2981398e-18 7.2819763e-22 0.9878102 0.012189796 1.6227499e-12 1.2864626e-18 1.5603013e-19 0.22691828 0.77308172    0.024894832    0.070876771    0.1064272    0.12753251    0.13347656    0.12646808    0.11052281    0.090122734    0.069125712    0.0029580484    0.0084407317    0.050183808    0.012731848    0.015359902    0.016220021    0.034658435    1
889.55405 2427.1301 0.011058608 0.010886822 1.2059132e-91 6.3549916e-14 1 1.7559829e-18 0.98911318 4.9563844e-20 4.4841687e-13 1.2476466e-18 7.6467516e-22 0.98931533 0.010684671 1.7422851e-12 1.2361908e-18 1.8576588e-19 0.2262583 0.7737417    0.02514215    0.071541355    0.10730687    0.12837558    0.13406732    0.12668677    0.11036164    0.089662039    0.068489425    0.00292099    0.0083305807    0.049495865    0.012552464    0.015119713    0.015933232    0.03401401    1
880.15046 2401.4156 0.0097098403 0.009555463 2.7093693e-92 5.4906854e-14 1 1.6530769e-18 0.99044454 4.4549348e-20 4.7299788e-13 1.202986e-18 8.0046466e-22 0.99062533 0.009374674 1.8612817e-12 1.1917156e-18 2.2009367e-19 0.22565067 0.77434933    0.025395512    0.072221515    0.10820527    0.12923337    0.13466398    0.12690165    0.11018958    0.089187715    0.067840866    0.0028834186    0.0082189885    0.048799565    0.012370997    0.014877235    0.015644463    0.033365867    1
870.74687 2375.6896 0.0085381776 0.0083998262 6.4225834e-93 4.7870287e-14 1 1.5615639e-18 0.99160017 4.0122296e-20 4.9753557e-13 1.1644238e-18 8.3551409e-22 0.99176208 0.00823792 1.9786855e-12 1.1532968e-18 2.5941815e-19 0.22510308 0.77489692    0.02565512    0.072917751    0.10912292    0.13010618    0.13526647    0.12711236    0.11000612    0.08869933    0.067179795    0.0028453298    0.0081059458    0.048094875    0.012187442    0.014632482    0.015353756    0.032714125    1
862.06664 2351.9314 0.007596138 0.0074713084 1.8098005e-93 4.2478795e-14 1 1.4869239e-18 0.99252869 3.6510889e-20 5.2014025e-13 1.1344673e-18 8.6720271e-22 0.99267517 0.0073248259 2.084837e-12 1.1234298e-18 3.0046433e-19 0.22465641 0.77534359    0.025900486    0.073575147    0.10998754    0.13092541    0.13582771    0.12730278    0.10982621    0.088235649    0.066558261    0.002809708    0.0080003039    0.047436926    0.01201615    0.014404551    0.015083732    0.032109434    1
853.3864 2328.1616 0.0067726735 0.0066601725 5.4865975e-94 3.7922946e-14 1 1.421453e-18 0.99333983 3.3313706e-20 5.427133e-13 1.1101383e-18 8.9827908e-22 0.99347264 0.0065273643 2.1882359e-12 1.0991441e-18 3.46309e-19 0.22427006 0.77572994    0.02615153    0.074247108    0.11086947    0.13175791    0.13639375    0.12748895    0.1096357    0.087759248    0.065925671    0.0027736389    0.0078934131    0.046771795    0.011843078    0.014174712    0.014812138    0.031501894    1
844.70617 2304.3797 0.0060540425 0.005952729 1.8081496e-94 3.4037751e-14 1 1.3648825e-18 0.99404727 3.0491676e-20 5.6528394e-13 1.0916526e-18 9.2879832e-22 0.99416799 0.005832012 2.2884361e-12 1.0806499e-18 3.9712832e-19 0.22394651 0.77605349    0.026408433    0.074934073    0.11176916    0.1326039    0.13696448    0.1276705    0.10943415    0.087269759    0.065281834    0.0027371197    0.0077852688    0.046099476    0.011668225    0.013942983    0.014539016    0.030891622    1
836.02593 2280.5851 0.0054276909 0.0053364612 6.5135157e-95 3.0696263e-14 1 1.316945e-18 0.99466354 2.8007646e-20 5.8789798e-13 1.0792409e-18 9.5884271e-22 0.99477359 0.005226412 2.3851629e-12 1.0681725e-18 4.5303345e-19 0.22368694 0.77631306    0.026671383    0.075636499    0.11268708    0.13346361    0.13753979    0.12784706    0.10922108    0.086766804    0.064626563    0.0027001483    0.0076758672    0.04541997    0.011491597    0.013709386    0.014264415    0.030278745    1
827.3457 2256.7773 0.0048821863 0.0048000051 2.5644597e-95 2.7799866e-14 1 1.2773831e-18 0.99519999 2.5826622e-20 6.106173e-13 1.0731588e-18 9.8851935e-22 0.99530065 0.0046993511 2.4783201e-12 1.0619613e-18 5.1406876e-19 0.22349137 0.77650863    0.026940577    0.07635486    0.11362371    0.13433727    0.13811956    0.1280182    0.10899601    0.086249994    0.063959668    0.0026627226    0.0075652058    0.044733285    0.011313198    0.013473946    0.013988387    0.029663397    1
818.66546 2232.956 0.0044072067 0.0043331187 1.0982793e-95 2.5271255e-14 1 1.2459579e-18 0.99566688 2.3915962e-20 6.3351922e-13 1.0736984e-18 1.0179578e-21 0.99575927 0.0042407284 2.5679874e-12 1.0623015e-18 5.8021618e-19 0.2233587 0.7766413    0.027216219    0.077089647    0.11457955    0.1352251    0.13870364    0.12818352    0.10875843    0.08571893    0.063280963    0.002624841    0.0074532831    0.044039437    0.011133036    0.01323669    0.013710987    0.029045724    1
809.98523 2209.1211 0.0039935119 0.0039266403 5.0784065e-96 2.3049286e-14 1 1.2224603e-18 0.99607336 2.2245521e-20 6.5669624e-13 1.081203e-18 1.047308e-21 0.99615849 0.0038415128 2.6544089e-12 1.0695292e-18 6.5140574e-19 0.22328694 0.77671306    0.02749852    0.07784137    0.11555511    0.13612735    0.13929187    0.12834254    0.1085078    0.085173205    0.062590264    0.0025865023    0.0073400992    0.043338452    0.010951122    0.01299765    0.013432275    0.028425878    1
801.30499 2185.2725 0.0036328929 0.0035724368 2.5142386e-96 2.1085184e-14 1 1.2067223e-18 0.99642756 2.0787734e-20 6.8025595e-13 1.096085e-18 1.0767386e-21 0.99650631 0.0034936911 2.7379773e-12 1.084048e-18 7.2753148e-19 0.22327343 0.77672657    0.027787702    0.078610558    0.1165509    0.13704422    0.13988407    0.1284948    0.10824357    0.084612401    0.061887387    0.0025477057    0.0072256553    0.042630365    0.010767468    0.012756861    0.013152316    0.027804024    1
793.34811 2163.3993 0.0033427611 0.0032875355 1.3917661e-96 1.9477629e-14 1 1.1990131e-18 0.99671246 1.9616879e-20 7.022934e-13 1.1166346e-18 1.1039466e-21 0.99678604 0.0032139587 2.8125193e-12 1.1041804e-18 8.0154553e-19 0.22330951 0.77669049    0.028059026    0.07933146    0.11748196    0.13789774    0.14043023    0.12862798    0.10798891    0.084084721    0.061232234    0.0025117398    0.0071196442    0.041975084    0.010597603    0.012534634    0.012894651    0.027232376    1
785.39123 2141.5148 0.0030862009 0.0030356718 8.0574797e-97 1.8028985e-14 1 1.1976869e-18 0.99696433 1.8586397e-20 7.248626e-13 1.1442744e-18 1.1315362e-21 0.99703331 0.0029666905 2.8855862e-12 1.131313e-18 8.7951482e-19 0.22338921 0.77661079    0.028336511    0.080067939    0.11843091    0.13876391    0.14097938    0.12875464    0.10772189    0.083543675    0.060566564    0.0024753892    0.0070125803    0.041313917    0.010426304    0.012311004    0.012636054    0.026659332    1
777.43434 2119.619 0.0028589141 0.0028125736 4.8539898e-97 1.671871e-14 1 1.2027588e-18 0.99718743 1.7680737e-20 7.4808303e-13 1.179574e-18 1.1596781e-21 0.99725232 0.0027476819 2.9577309e-12 1.1660048e-18 9.6136869e-19 0.22350976 0.77649024    0.028620346    0.080820451    0.11939818    0.13964291    0.14153134    0.12887433    0.10744201    0.082988921    0.059890244    0.0024386545    0.0069044685    0.040646914    0.010253587    0.012086007    0.012376586    0.026085041    1
769.47746 2097.7122 0.0026570929 0.0026145008 3.0291985e-97 1.5529612e-14 1 1.2143075e-18 0.9973855 1.6886039e-20 7.7208815e-13 1.223224e-18 1.1885579e-21 0.99744675 0.0025532535 3.0295658e-12 1.2089339e-18 1.0470704e-18 0.2236684 0.7763316    0.028910733    0.081589466    0.12038424    0.14053489    0.1420859    0.1289866    0.10714879    0.082420111    0.059203148    0.0024015368    0.0067953149    0.039974134    0.01007947    0.011859682    0.012116312    0.025509664    1
761.52058 2075.7944 0.0024774275 0.0024381934 1.9507143e-97 1.4447203e-14 1 1.2324852e-18 0.99756181 1.6190031e-20 7.9702725e-13 1.2760608e-18 1.218378e-21 0.9976198 0.0023801991 3.1017585e-12 1.2609219e-18 1.1366311e-18 0.22386242 0.77613758    0.029207877    0.082375473    0.12138955    0.14144003    0.14264284    0.12909096    0.10684171    0.081836889    0.058505151    0.0023640375    0.0066851269    0.039295648    0.0099039749    0.011632072    0.0118553    0.02493337    1
753.5637 2053.8659 0.0023170516 0.0022808207 1.2918778e-97 1.3459199e-14 1 1.2575267e-18 0.99771918 1.5581918e-20 8.2306791e-13 1.3390971e-18 1.2493609e-21 0.99777426 0.0022257354 3.1750297e-12 1.3229635e-18 1.2301228e-18 0.22408924 0.77591076    0.029511994    0.083178979    0.12241458    0.14235848    0.14320191    0.1291869    0.10652023    0.081238893    0.057796135    0.0023261588    0.0065739139    0.038611535    0.0097271248    0.011403223    0.011593624    0.024356334    1
745.60681 2031.9266 0.0021734791 0.0021399316 8.7725393e-98 1.2555112e-14 1 1.2897608e-18 0.99786007 1.505226e-20 8.50399e-13 1.4135574e-18 1.2817523e-21 0.99791255 0.0020874529 3.250156e-12 1.3962619e-18 1.327691e-18 0.22434642 0.77565358    0.029823308    0.084000508    0.12345981    0.14329038    0.14376284    0.12927389    0.1061838    0.080625756    0.057075986    0.0022879031    0.0064616864    0.037921885    0.0095489467    0.011173187    0.011331361    0.023778746    1
737.64993 2009.9768 0.0020445458 0.0020134089 6.0923385e-98 1.1725939e-14 1 1.3296226e-18 0.99798659 1.4592846e-20 8.7923447e-13 1.5009216e-18 1.3158263e-21 0.99803673 0.0019632709 3.3279752e-12 1.4822713e-18 1.4295667e-18 0.22463169 0.77536831    0.030142052    0.084840605    0.12452576    0.1442359    0.14432536    0.12935136    0.10583186    0.079997106    0.0563446    0.0022492737    0.0063484572    0.037226798    0.00936947    0.010942016    0.011068592    0.0232008    1
729.69305 1988.0164 0.0019283959 0.0018994264 4.3173618e-98 1.0963905e-14 1 1.3776684e-18 0.99810057 1.4196577e-20 9.0981805e-13 1.602978e-18 1.3518906e-21 0.9981486 0.0018513951 3.4093966e-12 1.5827492e-18 1.5360793e-18 0.22494297 0.77505703    0.030468468    0.085699833    0.12561293    0.14519516    0.14488914    0.12941872    0.1054638    0.079352565    0.055601875    0.0022102743    0.0062342405    0.036526389    0.0091887274    0.010709771    0.010805405    0.022622703    1
722.45952 1968.0431 0.0018325463 0.0018053596 3.2073209e-98 1.0323707e-14 1 1.4290299e-18 0.99819464 1.3885972e-20 9.3937234e-13 1.710317e-18 1.386696e-21 0.99824094 0.001759064 3.4873765e-12 1.6884275e-18 1.637302e-18 0.22524692 0.77475308    0.030772081    0.086498044    0.12662014    0.14607926    0.14540247    0.12947067    0.1051147    0.078752507    0.054916755    0.002174503    0.006129564    0.035885139    0.0090233475    0.010497758    0.010565857    0.022097211    1
715.22599 1948.061 0.0017448931 0.0017193289 2.4157014e-98 9.7289485e-15 1 1.488363e-18 0.99828067 1.361855e-20 9.708414e-13 1.8335274e-18 1.4237305e-21 0.99832538 0.0016746169 3.5699743e-12 1.8097276e-18 1.7431435e-18 0.22556948 0.77443052    0.03108244    0.087313007    0.12764572    0.14697493    0.1459163    0.12951325    0.10475131    0.078138709    0.054222127    0.0021384333    0.0060240989    0.035239697    0.0088569806    0.010284958    0.01032611    0.021571945    1
707.99246 1928.07 0.0016645226 0.0016404395 1.8425417e-98 9.1756763e-15 1 1.556428e-18 0.99835956 1.3390906e-20 1.0044992e-12 1.9749291e-18 1.4633306e-21 0.99840282 0.0015971751 3.658095e-12 1.9489288e-18 1.8541258e-18 0.22590946 0.77409054    0.03139975    0.088145191    0.12869011    0.14788224    0.14643031    0.12954595    0.10437312    0.077510879    0.053517936    0.0021020697    0.0059178604    0.034590177    0.0086896585    0.010071426    0.01008624    0.02104708    1
700.75893 1908.07 0.0015906413 0.0015679096 1.4217274e-98 8.6603677e-15 1 1.6341291e-18 0.99843209 1.3200128e-20 1.0406604e-12 2.1372911e-18 1.50588e-21 0.99847403 0.0015259709 3.752746e-12 2.1087517e-18 1.9708842e-18 0.22626576 0.77373424    0.031724224    0.088995086    0.12975372    0.14880129    0.1469442    0.12956823    0.10397964    0.076868723    0.052804133    0.002065417    0.0058108657    0.033936702    0.008521416    0.0098572177    0.0098463261    0.020522803    1
693.5254 1888.0609 0.0015225506 0.0015010556 1.1087669e-98 8.1798729e-15 1 1.7225369e-18 0.99849894 1.3043742e-20 1.0796876e-12 2.3239255e-18 1.5518186e-21 0.99853967 0.0014603333 3.8550578e-12 2.2924498e-18 2.0941837e-18 0.22663739 0.77336261    0.032056083    0.089863196    0.13083699    0.14973215    0.14745763    0.12957953    0.10357034    0.076211942    0.052080678    0.0020284807    0.0057031333    0.033279407    0.0083522902    0.0096423941    0.0096064511    0.019999306    1
686.29187 1868.0423 0.0014596431 0.0014392791 8.7323584e-99 7.7313659e-15 1 1.8229164e-18 0.99856072 1.2919673e-20 1.1220007e-12 2.5388046e-18 1.601653e-21 0.99860033 0.0013996747 3.9663101e-12 2.5039251e-18 2.22494e-18 0.22702344 0.77297656    0.032395557    0.090750044    0.13194037    0.15067487    0.14797022    0.12957926    0.10314468    0.07554024    0.05134754    0.0019912669    0.0055946838    0.032618436    0.0081823215    0.009427019    0.0093667016    0.019476789    1
679.05834 1848.0142 0.0014013838 0.0013820555 6.9401635e-99 7.3123033e-15 1 1.9367609e-18 0.99861794 1.2826206e-20 1.1680884e-12 2.7867069e-18 1.6559697e-21 0.99865652 0.0013434805 4.0879627e-12 2.7478703e-18 2.3642444e-18 0.22742306 0.77257694    0.032742883    0.09165617    0.13306431    0.15162951    0.14848159    0.1295668    0.10270211    0.074853318    0.050604697    0.0019537821    0.0054855394    0.031953947    0.0080115528    0.0092111602    0.0091271679    0.018955462    1
671.82482 1827.9763 0.0013473012 0.0013289245 5.5624593e-99 6.9203891e-15 1 2.0658326e-18 0.99867108 1.2761953e-20 1.2185217e-12 3.0733984e-18 1.7154508e-21 0.9987087 0.0012912987 4.2216931e-12 3.0299477e-18 2.5133949e-18 0.2278355 0.7721645    0.033098309    0.092582136    0.13420928    0.1525961    0.14899133    0.12954149    0.10224207    0.074150879    0.049852138    0.0019160339    0.0053757246    0.031286107    0.0078400306    0.0089948895    0.0088879446    0.018435541    1
664.59129 1807.9283 0.001296983 0.0012794811 4.4932831e-99 6.5535451e-15 1 2.2122125e-18 0.99872052 1.272583e-20 1.2739707e-12 3.4058626e-18 1.7808934e-21 0.99875727 0.0012427318 4.3694428e-12 3.3570135e-18 2.6739351e-18 0.22826003 0.77173997    0.033462095    0.093528522    0.13537574    0.1535747    0.14949897    0.12950267    0.10176396    0.073432623    0.049089862    0.0018780302    0.0052652657    0.030615099    0.0076678043    0.0087782823    0.0086491299    0.01791725    1
657.35776 1787.87 0.0012500701 0.0012333685 3.6561712e-99 6.2098855e-15 1 2.3783621e-18 0.99876663 1.2717032e-20 1.3352254e-12 3.7925882e-18 1.8532326e-21 0.99880257 0.0011974297 4.5334739e-12 3.7374009e-18 2.8477006e-18 0.228696 0.771304    0.033834507    0.09449593    0.1365642    0.15456529    0.15000404    0.12944962    0.10126718    0.072698256    0.048317882    0.0018397798    0.0051541912    0.029941117    0.0074949269    0.0085614185    0.0084108263    0.017400823    1
650.84758 1769.8083 0.0012104891 0.0011944539 3.0547409e-99 5.9189935e-15 1 2.5471997e-18 0.99880555 1.2732023e-20 1.3960881e-12 4.1955518e-18 1.9251417e-21 0.99884081 0.0011591932 4.6972044e-12 4.1336987e-18 3.0171965e-18 0.22909764 0.77090236    0.034177285    0.095385086    0.13765302    0.1554671    0.15045599    0.12938911    0.10080361    0.072023308    0.047614822    0.0018051516    0.0050537234    0.029332164    0.007338827    0.008366091    0.0081968782    0.016937831    1
644.3374 1751.7378 0.0011732049 0.0011577774 2.565513e-99 5.6443445e-15 1 2.7369078e-18 0.99884222 1.2768482e-20 1.4632124e-12 4.6599809e-18 2.0044701e-21 0.99887685 0.0011231499 4.8785234e-12 4.590375e-18 3.2010559e-18 0.22950761 0.77049239    0.034527489    0.096292245    0.13876042    0.15637862    0.15090506    0.12931591    0.10032396    0.071334858    0.046903949    0.0017703388    0.0049528062    0.028721131    0.0071822891    0.0081706878    0.007983511    0.016476725    1
637.82723 1733.6581 0.0011380035 0.0011231558 2.165195e-99 5.3848834e-15 1 2.9504134e-18 0.99887684 1.2826345e-20 1.5375409e-12 5.1969049e-18 2.0923195e-21 0.99891088 0.0010891202 5.0800633e-12 5.1182511e-18 3.4014946e-18 0.22992552 0.77007448    0.034885339    0.097217894    0.13988678    0.15729984    0.15135081    0.12922944    0.099827755    0.070632698    0.046185302    0.0017353498    0.0048514652    0.028108193    0.0070253592    0.0079752761    0.0077708081    0.016017693    1
631.31705 1715.5689 0.0011047345 0.0010904243 1.8357947e-99 5.1396362e-15 1 3.1911494e-18 0.99890958 1.2905706e-20 1.620184e-12 5.819665e-18 2.1899815e-21 0.99894306 0.0010569424 5.3049064e-12 5.7304149e-18 3.621124e-18 0.23035095 0.76964905    0.035251062    0.098162535    0.14103248    0.15823073    0.1517928    0.12912908    0.09931451    0.069916623    0.045458928    0.0017001931    0.0047497279    0.02749353    0.0068680862    0.007779926    0.0075588557    0.015560927    1
624.80687 1697.47 0.0010732373 0.0010594347 1.5633141e-99 4.9077028e-15 1 3.4631531e-18 0.99894057 1.300681e-20 1.7124546e-12 6.5444612e-18 2.2989772e-21 0.99897353 0.001026471 5.5566775e-12 6.4427556e-18 3.8630304e-18 0.23078355 0.76921645    0.035624896    0.099126688    0.14219791    0.15917124    0.15223056    0.12901422    0.098783731    0.069186429    0.044724888    0.001664878    0.0046476236    0.026877335    0.0067105212    0.0075847107    0.0073477428    0.015106625    1
