zem    H2_20    H2_31    H2_42    H2_53    H2_64    H2_75    H2_86    H2_ALL    HD_10    HD_21    HD_32    HD_43    HD_54    HD_65    HD_76    HD_87    HD_v1j0_v0j1    HD_v1j1_v0j0    HD_v1j1_v0j2    HD_98    HD_v1j2_v0j1    HD_v1j2_v0j3    HD_v1j3_v0j2    HD_v1j3_v0j4    HD_v1j4_v0j3    HD_v1j4_v0j5    HD_109    HD_ALL    HeHp_10    HeHp_21    HeHp_32    HeHp_43    HeHp_ALL
1100.7731    3.8560919e-11    0    0    0    0    0    0    0    2.4906907e-13    1.7640253e-12    4.5943234e-12    7.1417449e-12    1.0667041e-11    1.2446993e-11    1.2148174e-11    9.5064359e-12    1.2823311e-13    8.5386783e-13    0    7.3876826e-12    1.3741893e-12    0    1.6989652e-12    0    2.084698e-12    0    3.9012827e-12    7.4252171e-11    0    0    0    0    0
1100.0498    3.9130013e-11    0    0    0    0    0    0    0    2.5359497e-13    1.7951999e-12    4.6746038e-12    7.2649821e-12    1.0846241e-11    1.2652149e-11    1.2345617e-11    9.6552881e-12    1.3002585e-13    8.6794183e-13    0    7.505134e-12    1.3963871e-12    0    1.7258752e-12    0    2.1179295e-12    0    3.963207e-12    7.5469749e-11    0    0    0    0    0
1099.3264    3.9702677e-11    0    0    0    0    0    0    0    2.5814871e-13    1.8265404e-12    4.7552722e-12    7.3887546e-12    1.1026086e-11    1.2857932e-11    1.254357e-11    9.8043406e-12    1.3181412e-13    8.8205978e-13    0    7.6227974e-12    1.4186384e-12    0    1.7528423e-12    0    2.1512412e-12    0    4.0252378e-12    7.6690827e-11    0    0    0    0    0
1098.603    4.0278839e-11    0    0    0    0    0    0    0    2.6272933e-13    1.8580395e-12    4.8363091e-12    7.5130313e-12    1.1206528e-11    1.3064287e-11    1.2741976e-11    9.9535473e-12    1.3359724e-13    8.9621787e-13    0    7.7406372e-12    1.4409368e-12    0    1.7798585e-12    0    2.1846237e-12    0    4.0873559e-12    7.7915064e-11    0    0    0    0    0
1097.8797    4.0858423e-11    0    0    0    0    0    0    0    2.6733582e-13    1.8896901e-12    4.9176948e-12    7.6377808e-12    1.138752e-11    1.3271156e-11    1.294078e-11    1.0102862e-11    1.3537455e-13    9.1041224e-13    0    7.8586174e-12    1.463276e-12    0    1.806916e-12    0    2.2180674e-12    0    4.1495421e-12    7.9142116e-11    0    0    0    0    0
1097.1563    4.1441356e-11    0    0    0    0    0    0    0    2.7196718e-13    1.9214847e-12    4.9994094e-12    7.7629715e-12    1.1569012e-11    1.3478483e-11    1.3139922e-11    1.0252239e-11    1.371454e-13    9.2463903e-13    0    7.9767018e-12    1.4856496e-12    0    1.8340071e-12    0    2.2515626e-12    0    4.2117771e-12    8.0371637e-11    0    0    0    0    0
1096.433    4.2027565e-11    0    0    0    0    0    0    0    2.766224e-13    1.9534159e-12    5.081433e-12    7.8885717e-12    1.1750956e-11    1.3686208e-11    1.3339347e-11    1.0401631e-11    1.3890913e-13    9.3889437e-13    0    8.0948545e-12    1.5080511e-12    0    1.8611238e-12    0    2.2850997e-12    0    4.2740418e-12    8.1603281e-11    0    0    0    0    0
1095.7096    4.2616976e-11    0    0    0    0    0    0    0    2.8130044e-13    1.9854761e-12    5.1637455e-12    8.0145492e-12    1.1933303e-11    1.3894275e-11    1.3538996e-11    1.0550993e-11    1.4066507e-13    9.5317436e-13    0    8.2130391e-12    1.530474e-12    0    1.8882583e-12    0    2.3186691e-12    0    4.3363166e-12    8.28367e-11    0    0    0    0    0
1094.9863    4.3209515e-11    0    0    0    0    0    0    0    2.8600029e-13    2.0176579e-12    5.2463266e-12    8.140872e-12    1.2116005e-11    1.4102626e-11    1.3738812e-11    1.0700277e-11    1.4241258e-13    9.6747511e-13    0    8.3312194e-12    1.552912e-12    0    1.9154026e-12    0    2.352261e-12    0    4.3985824e-12    8.4071545e-11    0    0    0    0    0
1094.2629    4.3805107e-11    0    0    0    0    0    0    0    2.9072088e-13    2.0499537e-12    5.329156e-12    8.2675077e-12    1.2299012e-11    1.4311202e-11    1.3938738e-11    1.0849437e-11    1.4415102e-13    9.8179271e-13    0    8.4493591e-12    1.5753586e-12    0    1.9425489e-12    0    2.3858658e-12    0    4.4608196e-12    8.5307466e-11    0    0    0    0    0
