zem    H2_20    H2_31    H2_42    H2_53    H2_64    H2_75    H2_86    H2_ALL    HD_10    HD_21    HD_32    HD_43    HD_54    HD_65    HD_76    HD_87    HD_v1j0_v0j1    HD_v1j1_v0j0    HD_v1j1_v0j2    HD_98    HD_v1j2_v0j1    HD_v1j2_v0j3    HD_v1j3_v0j2    HD_v1j3_v0j4    HD_v1j4_v0j3    HD_v1j4_v0j5    HD_109    HD_ALL    HeHp_10    HeHp_21    HeHp_32    HeHp_43    HeHp_ALL
1100.7731    1.3742408e-11    0    0    0    0    0    0    0    2.6260745e-15    2.1292672e-14    8.6406605e-15    0    3.0569356e-14    1.168963e-13    1.1333803e-13    8.8062707e-14    1.1704602e-15    7.7984377e-15    0    6.810716e-14    8.6635706e-15    0    5.5425467e-14    1.3802523e-14    8.9652963e-14    1.177726e-14    3.580056e-14    6.2021487e-13    0    0    0    0    0
1100.0498    1.3807169e-11    0    0    0    0    0    0    0    2.6644702e-15    2.158439e-14    8.8333963e-15    0    3.1080274e-14    1.1839954e-13    1.1476387e-13    8.9110386e-14    1.1821349e-15    7.8991887e-15    0    6.8932395e-14    8.775903e-15    0    5.6089428e-14    1.3950655e-14    9.0712873e-14    1.1906952e-14    3.6232228e-14    6.2818375e-13    0    0    0    0    0
1099.3264    1.3870105e-11    0    0    0    0    0    0    0    2.7027572e-15    2.187533e-14    9.0180803e-15    0    3.1572207e-14    1.1988916e-13    1.1617561e-13    9.0145457e-14    1.1935789e-15    7.9989755e-15    0    6.97483e-14    8.8861239e-15    0    5.6756106e-14    1.410115e-14    9.1778504e-14    1.2038436e-14    3.665894e-14    6.3606046e-13    0    0    0    0    0
1098.603    1.393115e-11    0    0    0    0    0    0    0    2.7409186e-15    2.2165375e-14    9.1943597e-15    0    3.2044381e-14    1.2136437e-13    1.1757249e-13    9.1167346e-14    1.2047854e-15    8.0977424e-15    0    7.0554425e-14    8.9941424e-15    0    5.7425442e-14    1.4254055e-14    9.2849804e-14    1.2171742e-14    3.7080461e-14    6.4384022e-13    0    0    0    0    0
1097.8797    1.399024e-11    0    0    0    0    0    0    0    2.7789377e-15    2.2454412e-14    9.3618848e-15    0    3.2496033e-14    1.2282438e-13    1.1895374e-13    9.2175489e-14    1.2157476e-15    8.1954349e-15    0    7.135033e-14    9.0998687e-15    0    5.8097379e-14    1.4409418e-14    9.3926725e-14    1.2306899e-14    3.749656e-14    6.5151829e-13    0    0    0    0    0
1097.1563    1.4047308e-11    0    0    0    0    0    0    0    2.816798e-15    2.2742327e-14    9.5203094e-15    0    3.292641e-14    1.2426843e-13    1.2031865e-13    9.3169334e-14    1.226459e-15    8.2919993e-15    0    7.2135584e-14    9.2032148e-15    0    5.8771865e-14    1.4567287e-14    9.5009221e-14    1.2443937e-14    3.7907012e-14    6.5909005e-13    0    0    0    0    0
1096.433    1.4102287e-11    0    0    0    0    0    0    0    2.8544832e-15    2.3029009e-14    9.6692907e-15    0    3.3334767e-14    1.2569575e-13    1.2166647e-13    9.4148345e-14    1.2369134e-15    8.3873826e-15    0    7.2909765e-14    9.3040944e-15    0    5.9448846e-14    1.4727706e-14    9.6097248e-14    1.2582885e-14    3.8311596e-14    6.6655095e-13    0    0    0    0    0
1095.7096    1.4155109e-11    0    0    0    0    0    0    0    2.8919771e-15    2.3314348e-14    9.8084903e-15    0    3.3720374e-14    1.2710561e-13    1.2299652e-13    9.5111998e-14    1.2471046e-15    8.4815333e-15    0    7.3672464e-14    9.4024228e-15    0    6.0128275e-14    1.4890723e-14    9.7190768e-14    1.2723771e-14    3.8710097e-14    6.7389652e-13    0    0    0    0    0
1094.9863    1.4205703e-11    0    0    0    0    0    0    0    2.9292638e-15    2.3598236e-14    9.9375741e-15    0    3.4082513e-14    1.2849728e-13    1.2430809e-13    9.6059783e-14    1.2570271e-15    8.5744005e-15    0    7.4423279e-14    9.4981174e-15    0    6.0810105e-14    1.5056383e-14    9.8289743e-14    1.2866625e-14    3.9102306e-14    6.811224e-13    0    0    0    0    0
1094.2629    1.4253998e-11    0    0    0    0    0    0    0    2.9663275e-15    2.3880566e-14    1.0056213e-14    0    3.4420477e-14    1.2987006e-13    1.2560053e-13    9.6991206e-14    1.2666751e-15    8.6659349e-15    0    7.5161822e-14    9.5910973e-15    0    6.1494294e-14    1.5224732e-14    9.9394142e-14    1.3011474e-14    3.948802e-14    6.8822433e-13    0    0    0    0    0
