zem    H2_20    H2_31    H2_42    H2_53    H2_64    H2_75    H2_86    H2_ALL    HD_10    HD_21    HD_32    HD_43    HD_54    HD_65    HD_76    HD_87    HD_v1j0_v0j1    HD_v1j1_v0j0    HD_v1j1_v0j2    HD_98    HD_v1j2_v0j1    HD_v1j2_v0j3    HD_v1j3_v0j2    HD_v1j3_v0j4    HD_v1j4_v0j3    HD_v1j4_v0j5    HD_109    HD_ALL    HeHp_10    HeHp_21    HeHp_32    HeHp_43    HeHp_ALL
1100.7731    1.3520021e-11    0    0    0    0    0    0    0    7.5139518e-16    8.0541572e-15    0    0    0    2.4581115e-14    2.3711918e-14    1.8398668e-14    2.4130121e-16    1.4245874e-15    0    1.4185179e-14    0    0    4.3202454e-14    1.7173743e-14    7.4901541e-14    1.3701731e-14    7.4449515e-15    7.0574795e-14    0    0    0    0    0
1100.0498    1.358101e-11    0    0    0    0    0    0    0    7.6607664e-16    8.185129e-15    0    0    0    2.5090474e-14    2.4198642e-14    1.8764304e-14    2.4570908e-16    1.4562929e-15    0    1.4470838e-14    0    0    4.3742577e-14    1.7361444e-14    7.5810316e-14    1.3852585e-14    7.5946123e-15    7.2690667e-14    0    0    0    0    0
1099.3264    1.3640176e-11    0    0    0    0    0    0    0    7.8093073e-16    8.3174788e-15    0    0    0    2.5604279e-14    2.4689386e-14    1.9132517e-14    2.5013084e-16    1.4882691e-15    0    1.475863e-14    0    0    4.428799e-14    1.7550926e-14    7.6727879e-14    1.4004866e-14    7.7453763e-15    7.482323e-14    0    0    0    0    0
1098.603    1.3697456e-11    0    0    0    0    0    0    0    7.9595563e-16    8.4511936e-15    0    0    0    2.612239e-14    2.5184007e-14    1.9503188e-14    2.545646e-16    1.5205059e-15    0    1.5048464e-14    0    0    4.483871e-14    1.7742209e-14    7.7654271e-14    1.415859e-14    7.897196e-15    7.6971553e-14    0    0    0    0    0
1097.8797    1.3752788e-11    0    0    0    0    0    0    0    8.1114935e-16    8.586259e-15    0    0    0    2.6644654e-14    2.5682354e-14    1.9876193e-14    2.590084e-16    1.5529924e-15    0    1.5340246e-14    0    0    4.5394752e-14    1.7935311e-14    7.8589521e-14    1.431377e-14    8.0500218e-15    7.9134663e-14    0    0    0    0    0
1097.1563    1.3806106e-11    0    0    0    0    0    0    0    8.2651027e-16    8.7226646e-15    0    0    0    2.7170933e-14    2.6184289e-14    2.0251416e-14    2.6346042e-16    1.5857187e-15    0    1.5633889e-14    0    0    4.5956158e-14    1.8130261e-14    7.9533711e-14    1.4470426e-14    8.2038075e-15    8.1311605e-14    0    0    0    0    0
1096.433    1.3857346e-11    0    0    0    0    0    0    0    8.4203595e-16    8.8603926e-15    0    0    0    2.7701059e-14    2.6689646e-14    2.062872e-14    2.6791858e-16    1.618673e-15    0    1.5929289e-14    0    0    4.6522931e-14    1.8327074e-14    8.0486855e-14    1.4628569e-14    8.3584986e-15    8.3501329e-14    0    0    0    0    0
1095.7096    1.3906441e-11    0    0    0    0    0    0    0    8.5772456e-16    8.9994314e-15    0    0    0    2.8234885e-14    2.7198276e-14    2.1007984e-14    2.7238099e-16    1.6518445e-15    0    1.6226354e-14    0    0    4.7095112e-14    1.852578e-14    8.1449033e-14    1.4788221e-14    8.5140463e-15    8.5702821e-14    0    0    0    0    0
1094.9863    1.3953323e-11    0    0    0    0    0    0    0    8.7357352e-16    9.1397622e-15    0    0    0    2.8772234e-14    2.7710007e-14    2.1389067e-14    2.7684555e-16    1.6852208e-15    0    1.6524977e-14    0    0    4.7672711e-14    1.8726396e-14    8.2420269e-14    1.4949395e-14    8.6703944e-15    8.7914977e-14    0    0    0    0    0
1094.2629    1.3997922e-11    0    0    0    0    0    0    0    8.8958047e-16    9.2813689e-15    0    0    0    2.9312941e-14    2.8224671e-14    2.1771833e-14    2.8131021e-16    1.71879e-15    0    1.6825055e-14    0    0    4.8255754e-14    1.8928948e-14    8.3400616e-14    1.5112109e-14    8.8274885e-15    9.0136697e-14    0    0    0    0    0
